"id"	"diary"	"previous"	"perform_type"	"memory"	"audience"	"pa"	"na"	"age"	"gender"	"instrument"	"years_study"	"mpqab"	"mpqsr"	"mpqpem"	"mpqnem"	"mpqcon"
40	14	13	"Solo"	"Score"	"Instructor"	23	26	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
40	15	14	"Solo"	"Score"	"Public Performance"	31	29	20	"Female"	"keyboard (piano or organ)"	4	17	17	24	50	45
41	1	0	"Solo"	"Score"	"Instructor"	24	14	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	2	1	"Solo"	"Score"	"Instructor"	27	16	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	3	2	"Solo"	"Score"	"Instructor"	30	13	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	4	3	"Solo"	"Score"	"Student(s)"	30	23	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	5	4	"Small Ensemble"	"Score"	"Instructor"	27	10	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	6	5	"Solo"	"Score"	"Instructor"	24	11	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	7	6	"Small Ensemble"	"Score"	"Instructor"	24	11	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	8	7	"Solo"	"Score"	"Instructor"	29	10	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	9	8	"Small Ensemble"	"Score"	"Instructor"	20	14	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	10	9	"Small Ensemble"	"Score"	"Student(s)"	24	15	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
41	11	10	"Solo"	"Score"	"Instructor"	18	11	19	"Male"	"orchestral instrument"	14	10	17	29	40	28
42	3	2	"Solo"	"Score"	"Instructor"	31	14	19	"Male"	"voice"	3	18	10	47	39	58
42	4	3	"Solo"	"Score"	"Instructor"	24	13	19	"Male"	"voice"	3	18	10	47	39	58
42	5	4	"Large Ensemble"	"Memory"	"Public Performance"	42	18	19	"Male"	"voice"	3	18	10	47	39	58
42	6	5	"Large Ensemble"	"Memory"	"Public Performance"	44	14	19	"Male"	"voice"	3	18	10	47	39	58
42	7	6	"Large Ensemble"	"Memory"	"Public Performance"	20	14	19	"Male"	"voice"	3	18	10	47	39	58
42	8	7	"Solo"	"Memory"	"Instructor"	37	12	19	"Male"	"voice"	3	18	10	47	39	58
42	9	8	"Solo"	"Memory"	"Student(s)"	38	15	19	"Male"	"voice"	3	18	10	47	39	58
42	10	9	"Solo"	"Memory"	"Public Performance"	47	35	19	"Male"	"voice"	3	18	10	47	39	58
42	11	10	"Solo"	"Memory"	"Instructor"	30	11	19	"Male"	"voice"	3	18	10	47	39	58
42	12	11	"Solo"	"Memory"	"Instructor"	37	12	19	"Male"	"voice"	3	18	10	47	39	58
42	13	12	"Solo"	"Memory"	"Instructor"	33	11	19	"Male"	"voice"	3	18	10	47	39	58
42	14	13	"Solo"	"Memory"	"Instructor"	37	18	19	"Male"	"voice"	3	18	10	47	39	58
42	15	14	"Solo"	"Memory"	"Instructor"	33	10	19	"Male"	"voice"	3	18	10	47	39	58
43	1	0	"Solo"	"Memory"	"Juried Recital"	41	19	21	"Female"	"voice"	6	31	7	64	17	22
43	2	1	"Solo"	"Score"	"Instructor"	43	13	21	"Female"	"voice"	6	31	7	64	17	22
43	3	2	"Small Ensemble"	"Memory"	"Juried Recital"	40	19	21	"Female"	"voice"	6	31	7	64	17	22
43	4	3	"Solo"	"Score"	"Instructor"	37	11	21	"Female"	"voice"	6	31	7	64	17	22
